compound_id	compound_name	disease_id	disease_name	rel_type
Q6666510	lodoxamide	Q1623006	keratoconjunctivitis	drug-used-for-treatment_DduftC
Q203618	lomefloxacin	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q203618	lomefloxacin	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q415378	lomustine	Q18557991	Hodgkin's lymphoma, mixed cellularity	drug-used-for-treatment_DduftC
Q415378	lomustine	Q18554460	brain cancer	drug-used-for-treatment_DduftC
Q415378	lomustine	Q18555061	colonic benign neoplasm	drug-used-for-treatment_DduftC
Q415378	lomustine	Q3242950	kidney cancer	drug-used-for-treatment_DduftC
Q415378	lomustine	Q18556020	lung benign neoplasm	drug-used-for-treatment_DduftC
Q415378	lomustine	Q18557998	lymphosarcoma	drug-used-for-treatment_DduftC
Q415378	lomustine	Q180614	melanoma	drug-used-for-treatment_DduftC
Q423751	loperamide	Q18556106	functional colonic disease	drug-used-for-treatment_DduftC
Q423751	loperamide	Q327298	shigellosis	drug-used-for-treatment_DduftC
Q422585	lopinavir	Q12199	acquired immunodeficiency syndrome	drug-used-for-treatment_DduftC
Q422585	lopinavir	Q18556697	human immunodeficiency virus infectious disease	drug-used-for-treatment_DduftC
Q979521	loracarbef anhydrous	Q3905414	Skin infection	drug-used-for-treatment_DduftC
Q979521	loracarbef anhydrous	Q708176	arthropathy	drug-used-for-treatment_DduftC
Q979521	loracarbef anhydrous	Q5442760	female reproductive system disease	drug-used-for-treatment_DduftC
Q979521	loracarbef anhydrous	Q223254	otitis media	drug-used-for-treatment_DduftC
Q979521	loracarbef anhydrous	Q183344	sinusitis	drug-used-for-treatment_DduftC
Q424049	loratadine	Q42982	type I hypersensitivity	drug-used-for-treatment_DduftC
Q424049	loratadine	Q187440	urticaria	drug-used-for-treatment_DduftC
Q408265	lorazepam	Q544006	anxiety disorder	drug-used-for-treatment_DduftC
Q408265	lorazepam	Q7140388	focal epilepsy	drug-used-for-treatment_DduftC
Q408265	lorazepam	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q408265	lorazepam	Q2157462	schizophreniform disorder	drug-used-for-treatment_DduftC
Q408265	lorazepam	Q980709	status epilepticus	drug-used-for-treatment_DduftC
Q410074	losartan	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q410074	losartan	Q41861	hypertension	drug-used-for-treatment_DduftC
Q417740	lovastatin	Q184559	arteriosclerosis	drug-used-for-treatment_DduftC
Q417740	lovastatin	Q844935	coronary artery disease	drug-used-for-treatment_DduftC
Q417740	lovastatin	Q18554145	familial hyperlipidemia	drug-used-for-treatment_DduftC
Q58614	loxapine	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q58614	loxapine	Q2157462	schizophreniform disorder	drug-used-for-treatment_DduftC
Q3843044	mafenide	Q727028	bacterial infectious disease	drug-used-for-treatment_DduftC
Q407931	magnesium carbonate	Q653971	dyspepsia	drug-used-for-treatment_DduftC
Q407931	magnesium carbonate	Q223591	gastroesophageal reflux disease	drug-used-for-treatment_DduftC
Q407548	magnesium hydroxide	Q736715	chronic kidney disease	drug-used-for-treatment_DduftC
Q407548	magnesium hydroxide	Q178436	constipation (use to describe an act)	drug-used-for-treatment_DduftC
Q407548	magnesium hydroxide	Q2351083	disease of metabolism	drug-used-for-treatment_DduftC
Q407548	magnesium hydroxide	Q18968110	duodenal ulcer	drug-used-for-treatment_DduftC
Q407548	magnesium hydroxide	Q653971	dyspepsia	drug-used-for-treatment_DduftC
Q407548	magnesium hydroxide	Q18553940	gastric ulcer	drug-used-for-treatment_DduftC
Q407548	magnesium hydroxide	Q223591	gastroesophageal reflux disease	drug-used-for-treatment_DduftC
Q407548	magnesium hydroxide	Q18554653	peptic esophagitis	drug-used-for-treatment_DduftC
Q407548	magnesium hydroxide	Q172941	peptic ulcer disease	drug-used-for-treatment_DduftC
Q288266	magnesium sulfate anhydrous	Q401402	nephritis	drug-used-for-treatment_DduftC
Q836952	magnesium trisilicate anhydrous	Q653971	dyspepsia	drug-used-for-treatment_DduftC
Q836952	magnesium trisilicate anhydrous	Q223591	gastroesophageal reflux disease	drug-used-for-treatment_DduftC
Q423005	malathion	Q1343674	lice infestation	drug-used-for-treatment_DduftC
Q407646	mannitol	Q612681	anuria	drug-used-for-treatment_DduftC
Q407646	mannitol	Q979168	brain edema	drug-used-for-treatment_DduftC
Q407646	mannitol	Q9294051	ocular hypertension	drug-used-for-treatment_DduftC
Q1890796	mannitol hexanitrate	Q979168	brain edema	drug-used-for-treatment_DduftC
Q1890796	mannitol hexanitrate	Q49970	hyperuricemia	drug-used-for-treatment_DduftC
Q1890796	mannitol hexanitrate	Q18556445	prostate disease	drug-used-for-treatment_DduftC
Q1890796	mannitol hexanitrate	Q857667	pulmonary edema	drug-used-for-treatment_DduftC
Q418361	maprotiline	Q544006	anxiety disorder	drug-used-for-treatment_DduftC
Q418361	maprotiline	Q180913	bulimia nervosa	drug-used-for-treatment_DduftC
Q418361	maprotiline	Q18557827	cocaine abuse	drug-used-for-treatment_DduftC
Q418361	maprotiline	Q18968110	duodenal ulcer	drug-used-for-treatment_DduftC
Q418361	maprotiline	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q418361	maprotiline	Q741713	panic disorder	drug-used-for-treatment_DduftC
Q421369	maraviroc	Q3435504	AIDS dementia complex	drug-used-for-treatment_DduftC
Q421369	maraviroc	Q12199	acquired immunodeficiency syndrome	drug-used-for-treatment_DduftC
Q421369	maraviroc	Q18556697	human immunodeficiency virus infectious disease	drug-used-for-treatment_DduftC
Q421369	maraviroc	Q187255	rheumatoid arthritis	drug-used-for-treatment_DduftC
Q6783851	masoprocol	Q3667186	keratosis	drug-used-for-treatment_DduftC
Q255680	mazindol	Q12174	Obesity	drug-used-for-treatment_DduftC
Q422194	mebendazole	Q11679861	ancylostomiasis	drug-used-for-treatment_DduftC
Q422194	mebendazole	Q842428	ascariasis	drug-used-for-treatment_DduftC
Q422194	mebendazole	Q2264130	trichuriasis	drug-used-for-treatment_DduftC
Q3332124	mecamylamine	Q191779	Gilles de la Tourette syndrome	drug-used-for-treatment_DduftC
Q3332124	mecamylamine	Q41861	hypertension	drug-used-for-treatment_DduftC
Q3332124	mecamylamine	Q1641132	malignant hypertension	drug-used-for-treatment_DduftC
Q418011	mechlorethamine	Q18557991	Hodgkin's lymphoma, mixed cellularity	drug-used-for-treatment_DduftC
Q418011	mechlorethamine	Q208414	lymphoma	drug-used-for-treatment_DduftC
Q418011	mechlorethamine	Q1891209	mycosis fungoides	drug-used-for-treatment_DduftC
Q386441	meclizine	Q18555094	central nervous system origin vertigo	drug-used-for-treatment_DduftC
Q386441	meclizine	Q309067	motion sickness	drug-used-for-treatment_DduftC
Q27887916	meclocycline sulfosalicylate	Q79928	acne	drug-used-for-treatment_DduftC
Q2823284	meclofenamic acid	Q170990	arthritis	drug-used-for-treatment_DduftC
Q27279835	medronate disodium	Q165328	osteoporosis	drug-used-for-treatment_DduftC
Q2823834	medroxyprogesterone acetate	Q2012569	endometriosis of uterus	drug-used-for-treatment_DduftC
Q6807292	medrysone	Q18555085	giant papillary conjunctivitis	drug-used-for-treatment_DduftC
Q6807292	medrysone	Q4119259	vernal conjunctivitis	drug-used-for-treatment_DduftC
Q284321	mefenamic acid	Q220193	premenstrual tension	drug-used-for-treatment_DduftC
Q410513	megestrol	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q410513	megestrol	Q18555222	endometrial carcinoma	drug-used-for-treatment_DduftC
Q288875	meglumine	Q2590966	cutaneous leishmaniasis	drug-used-for-treatment_DduftC
Q288875	meglumine	Q2046113	visceral leishmaniasis	drug-used-for-treatment_DduftC
Q414028	meloxicam	Q62736	osteoarthritis	drug-used-for-treatment_DduftC
Q2298283	melphalan	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q2298283	melphalan	Q467635	multiple myeloma	drug-used-for-treatment_DduftC
Q2298283	melphalan	Q938205	neuroblastoma	drug-used-for-treatment_DduftC
Q2298283	melphalan	Q172341	ovarian cancer	drug-used-for-treatment_DduftC
Q2298283	melphalan	Q1898141	rhabdomyosarcoma	drug-used-for-treatment_DduftC
Q192430	menadiol	Q890200	blood coagulation disease	drug-used-for-treatment_DduftC
Q192430	menadiol	Q18555043	prothrombin deficiency	drug-used-for-treatment_DduftC
Q192471	menadione	Q890200	blood coagulation disease	drug-used-for-treatment_DduftC
Q192471	menadione	Q18555043	prothrombin deficiency	drug-used-for-treatment_DduftC
Q1175385	mephenytoin	Q18557714	epilepsy with generalized tonic-clonic seizures	drug-used-for-treatment_DduftC
Q1175385	mephenytoin	Q616667	temporal lobe epilepsy	drug-used-for-treatment_DduftC
Q411697	mephobarbital	Q2894827	childhood absence epilepsy	drug-used-for-treatment_DduftC
Q411697	mephobarbital	Q18557714	epilepsy with generalized tonic-clonic seizures	drug-used-for-treatment_DduftC
Q418351	meprobamate	Q544006	anxiety disorder	drug-used-for-treatment_DduftC
Q418529	mercaptopurine anhydrous	Q1088156	chronic lymphocytic leukemia	drug-used-for-treatment_DduftC
Q418529	mercaptopurine anhydrous	Q6708277	lymphoid leukemia	drug-used-for-treatment_DduftC
Q418529	mercaptopurine anhydrous	Q18557998	lymphosarcoma	drug-used-for-treatment_DduftC
Q421670	meropenem anhydrous	Q17119372	Haemophilus meningitis	drug-used-for-treatment_DduftC
Q421670	meropenem anhydrous	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q421670	meropenem anhydrous	Q121041	appendicitis	drug-used-for-treatment_DduftC
Q421670	meropenem anhydrous	Q223102	peritonitis	drug-used-for-treatment_DduftC
Q412479	mesalamine	Q1472	Crohn's disease	drug-used-for-treatment_DduftC
Q412479	mesalamine	Q941770	proctitis	drug-used-for-treatment_DduftC
Q412479	mesalamine	Q18554932	sigmoid disease	drug-used-for-treatment_DduftC
Q412479	mesalamine	Q1477	ulcerative colitis	drug-used-for-treatment_DduftC
Q6821618	mesoridazine	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q6821618	mesoridazine	Q2157462	schizophreniform disorder	drug-used-for-treatment_DduftC
Q416473	metaproterenol	Q35869	asthma	drug-used-for-treatment_DduftC
Q416473	metaproterenol	Q18971555	obstructive lung disease	drug-used-for-treatment_DduftC
Q179996	methadone	Q18555117	opiate dependence	drug-used-for-treatment_DduftC
Q191924	methamphetamine	Q12174	Obesity	drug-used-for-treatment_DduftC
Q191924	methamphetamine	Q181923	attention deficit hyperactivity disorder	drug-used-for-treatment_DduftC
Q191924	methamphetamine	Q189561	narcolepsy	drug-used-for-treatment_DduftC
Q1149099	methazolamide	Q18554545	angle-closure glaucoma	drug-used-for-treatment_DduftC
Q1149099	methazolamide	Q159701	glaucoma	drug-used-for-treatment_DduftC
Q1149099	methazolamide	Q3108586	open-angle glaucoma	drug-used-for-treatment_DduftC
Q6665709	methdilazine	Q16242752	allergic contact dermatitis	drug-used-for-treatment_DduftC
Q6665709	methdilazine	Q268667	atopic dermatitis	drug-used-for-treatment_DduftC
Q6665709	methdilazine	Q1125160	pityriasis rosea	drug-used-for-treatment_DduftC
Q6665709	methdilazine	Q187440	urticaria	drug-used-for-treatment_DduftC
Q71969	methenamine	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q71969	methenamine	Q632522	bacteriuria	drug-used-for-treatment_DduftC
Q71969	methenamine	Q246084	cystitis	drug-used-for-treatment_DduftC
Q27283414	methenamine hippurate	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q27283414	methenamine hippurate	Q7900883	urinary system disease	drug-used-for-treatment_DduftC
Q27264316	methenamine mandelate	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q27264316	methenamine mandelate	Q7900883	urinary system disease	drug-used-for-treatment_DduftC
Q409262	methicillin	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q409262	methicillin	Q3776920	bacterial pneumonia	drug-used-for-treatment_DduftC
Q409262	methicillin	Q938983	osteomyelitis	drug-used-for-treatment_DduftC
Q419663	methimazole	Q165135	goiter	drug-used-for-treatment_DduftC
Q419663	methimazole	Q16499	hyperthyroidism	drug-used-for-treatment_DduftC
Q419663	methimazole	Q4458080	thyroid crisis	drug-used-for-treatment_DduftC
Q411456	methocarbamol	Q47790	tetanus	drug-used-for-treatment_DduftC
Q422232	methotrexate	Q1472	Crohn's disease	drug-used-for-treatment_DduftC
Q422232	methotrexate	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q422232	methotrexate	Q372701	esophageal cancer	drug-used-for-treatment_DduftC
Q422232	methotrexate	Q1783924	head and neck cancer	drug-used-for-treatment_DduftC
Q422232	methotrexate	Q861224	juvenile rheumatoid arthritis	drug-used-for-treatment_DduftC
Q422232	methotrexate	Q29496	leukemia	drug-used-for-treatment_DduftC
Q422232	methotrexate	Q18556020	lung benign neoplasm	drug-used-for-treatment_DduftC
Q422232	methotrexate	Q208414	lymphoma	drug-used-for-treatment_DduftC
Q422232	methotrexate	Q1891209	mycosis fungoides	drug-used-for-treatment_DduftC
Q422232	methotrexate	Q549534	osteosarcoma	drug-used-for-treatment_DduftC
Q422232	methotrexate	Q4676432	pustulosis of palm and sole	drug-used-for-treatment_DduftC
Q422232	methotrexate	Q187255	rheumatoid arthritis	drug-used-for-treatment_DduftC
Q422232	methotrexate	Q18975788	spindle cell sarcoma	drug-used-for-treatment_DduftC
Q422232	methotrexate	Q189588	stomach cancer	drug-used-for-treatment_DduftC
Q422232	methotrexate	Q324464	testicular cancer	drug-used-for-treatment_DduftC
Q422232	methotrexate	Q18975720	trophoblastic neoplasm	drug-used-for-treatment_DduftC
Q408570	methoxsalen	Q5196687	cutaneous T cell lymphoma	drug-used-for-treatment_DduftC
Q408570	methoxsalen	Q1891209	mycosis fungoides	drug-used-for-treatment_DduftC
Q408570	methoxsalen	Q4676432	pustulosis of palm and sole	drug-used-for-treatment_DduftC
Q408570	methoxsalen	Q180152	vitiligo	drug-used-for-treatment_DduftC
Q906414	methsuximide	Q2894827	childhood absence epilepsy	drug-used-for-treatment_DduftC
Q6823919	methyclothiazide	Q486485	Anasarca	drug-used-for-treatment_DduftC
Q6823919	methyclothiazide	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q6823919	methyclothiazide	Q41861	hypertension	drug-used-for-treatment_DduftC
Q6823919	methyclothiazide	Q504790	nephrotic syndrome	drug-used-for-treatment_DduftC
Q412621	methyldopa anhydrous	Q41861	hypertension	drug-used-for-treatment_DduftC
Q422112	methylphenidate	Q181923	attention deficit hyperactivity disorder	drug-used-for-treatment_DduftC
Q422112	methylphenidate	Q189561	narcolepsy	drug-used-for-treatment_DduftC
Q422112	methylphenidate	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q417222	methylprednisolone	Q12078	cancer	drug-used-for-treatment_DduftC
Q417222	methylprednisolone	Q1963588	hematopoietic system disease	drug-used-for-treatment_DduftC
Q417222	methylprednisolone	Q5958765	hypersensitivity	drug-used-for-treatment_DduftC
Q417222	methylprednisolone	Q8084905	hypersensitivity reaction type II disease	drug-used-for-treatment_DduftC
Q417222	methylprednisolone	Q42982	type I hypersensitivity	drug-used-for-treatment_DduftC
Q421768	methyltestosterone	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q421768	methyltestosterone	Q938107	hypogonadism	drug-used-for-treatment_DduftC
Q421768	methyltestosterone	Q184674	impotence	drug-used-for-treatment_DduftC
Q6593346	metipranolol	Q3108586	open-angle glaucoma	drug-used-for-treatment_DduftC
Q6824116	metirosine	Q536269	phaeochromocytoma	drug-used-for-treatment_DduftC
Q421095	metoclopramide	Q1658731	Postoperative nausea and vomiting	drug-used-for-treatment_DduftC
Q421095	metoclopramide	Q223591	gastroesophageal reflux disease	drug-used-for-treatment_DduftC
Q421095	metoclopramide	Q943897	gastroparesis	drug-used-for-treatment_DduftC
Q20817012	metocurine iodide	Q47790	tetanus	drug-used-for-treatment_DduftC
Q1169561	metolazone	Q486485	Anasarca	drug-used-for-treatment_DduftC
Q1169561	metolazone	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q1169561	metolazone	Q41861	hypertension	drug-used-for-treatment_DduftC
Q1169561	metolazone	Q504790	nephrotic syndrome	drug-used-for-treatment_DduftC
Q409468	metoprolol	Q815819	atrial fibrillation	drug-used-for-treatment_DduftC
Q409468	metoprolol	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q409468	metoprolol	Q41861	hypertension	drug-used-for-treatment_DduftC
Q409468	metoprolol	Q12152	myocardial infarction	drug-used-for-treatment_DduftC
Q169569	metronidazole	Q574905	Clostridium difficile colitis	drug-used-for-treatment_DduftC
Q169569	metronidazole	Q949694	amebiasis	drug-used-for-treatment_DduftC
Q169569	metronidazole	Q26695607	arterial occlusive disease	drug-used-for-treatment_DduftC
Q169569	metronidazole	Q804521	bacterial vaginosis	drug-used-for-treatment_DduftC
Q169569	metronidazole	Q326071	giardiasis	drug-used-for-treatment_DduftC
Q169569	metronidazole	Q831530	rosacea	drug-used-for-treatment_DduftC
Q420377	mexiletine	Q18554377	diabetic polyneuropathy	drug-used-for-treatment_DduftC
Q3307752	mezlocillin	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q3307752	mezlocillin	Q3905414	Skin infection	drug-used-for-treatment_DduftC
Q3307752	mezlocillin	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q6827783	mibefradil	Q41861	hypertension	drug-used-for-treatment_DduftC
Q410534	miconazole	Q17141201	Tinea	drug-used-for-treatment_DduftC
Q410534	miconazole	Q259626	aspergillosis	drug-used-for-treatment_DduftC
Q410534	miconazole	Q26985509	cutaneous candidiasis	drug-used-for-treatment_DduftC
Q410534	miconazole	Q18553212	cutaneous mycosis	drug-used-for-treatment_DduftC
Q410534	miconazole	Q5609817	tinea pedis	drug-used-for-treatment_DduftC
Q410534	miconazole	Q977090	vulvovaginal candidiasis	drug-used-for-treatment_DduftC
Q423071	midazolam	Q544006	anxiety disorder	drug-used-for-treatment_DduftC
Q423071	midazolam	Q980709	status epilepticus	drug-used-for-treatment_DduftC
Q411240	mifepristone	Q18554460	brain cancer	drug-used-for-treatment_DduftC
Q411240	mifepristone	Q207087	ectopic pregnancy	drug-used-for-treatment_DduftC
Q411240	mifepristone	Q2012569	endometriosis of uterus	drug-used-for-treatment_DduftC
Q411240	mifepristone	Q369157	meningioma	drug-used-for-treatment_DduftC
Q27275527	migalastat hydrochloride	Q615645	Fabry disease	drug-used-for-treatment_DduftC
Q847399	milrinone	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q415336	minocycline	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q415336	minocycline	Q79928	acne	drug-used-for-treatment_DduftC
Q415336	minocycline	Q129104	anthrax disease	drug-used-for-treatment_DduftC
Q424165	minoxidil	Q41861	hypertension	drug-used-for-treatment_DduftC
Q424165	minoxidil	Q1641132	malignant hypertension	drug-used-for-treatment_DduftC
Q421930	mirtazapine	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q19856779	mitomycin	Q18556933	cribriform carcinoma	drug-used-for-treatment_DduftC
Q19856779	mitomycin	Q159701	glaucoma	drug-used-for-treatment_DduftC
Q19856779	mitomycin	Q18556932	large intestine cancer	drug-used-for-treatment_DduftC
Q19856779	mitomycin	Q504775	urinary bladder cancer	drug-used-for-treatment_DduftC
Q417465	mitotane	Q219102	Cushing's syndrome	drug-used-for-treatment_DduftC
